ENGLISH,IDGLOSS,SN,SENSE,RECNUMB,TOPIC
"powerful","muscle.1a",8.1000000000000000e+02,"1",4.6200000000000000e+02,6
"empower","muscle.1a",8.1000000000000000e+02,"1",4.6200000000000000e+02,6
"spinach","spinach.1",8.1200000000000000e+02,"2",4.6300000000000000e+02,19
"nurse","nurse.2",8.1400000000000000e+02," ",4.6400000000000000e+02,26
"paramedic","nurse.2",8.1400000000000000e+02," ",4.6400000000000000e+02,26
"hospital","nurse.2",8.1400000000000000e+02," ",4.6400000000000000e+02,26
"patient","nurse.2",8.1400000000000000e+02," ",4.6400000000000000e+02,26
"private","private.2",8.1500000000000000e+02," ",4.6500000000000000e+02,0
"power","power.1",8.1600000000000000e+02," ",4.6600000000000000e+02,0
"elbow","elbow",8.1800000000000000e+02," ",4.6700000000000000e+02,6
"teddy-bear","teddy-bear",8.1900000000000000e+02," ",4.6800000000000000e+02,0
"university","university.1",8.2200000000000000e+02," ",4.6900000000000000e+02,15
"mortarboard","university.1",8.2200000000000000e+02," ",4.6900000000000000e+02,15
"graduate","university.1",8.2200000000000000e+02," ",4.6900000000000000e+02,15
"conductor","cap.2a",8.2300000000000000e+02," ",4.7000000000000000e+02,9
"cap","cap.2a",8.2300000000000000e+02," ",4.7000000000000000e+02,9
"nun","nun.1",8.2400000000000000e+02," ",4.7100000000000000e+02,42
"habit","nun.1",8.2400000000000000e+02," ",4.7100000000000000e+02,42
"horns","bull.1",8.2500000000000000e+02," ",4.7200000000000000e+02,3
